"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"213111_at","phosphoinositide kinase, FYVE finger containing","PIKFYVE","200576","","","","Homo sapiens mRNA for KIAA0981 protein, partial cds","4589605","AB023198","","","","2q34","Chromosome 2, NC_000002.11 (209130991..209223475)","1-phosphatidylinositol-3-phosphate 5-kinase activity///1-phosphatidylinositol-4-phosphate 5-kinase activity///ATP binding///metal ion binding///phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity///protein binding","cellular protein metabolic process///intracellular signal transduction///myelin assembly///phosphatidylinositol biosynthetic process///phosphatidylinositol-3-phosphate biosynthetic process///phospholipid metabolic process///protein localization to nucleus///NOT receptor-mediated endocytosis///retrograde transport, endosome to Golgi///small molecule metabolic process","Golgi membrane///cytoplasmic vesicle///cytosol///early endosome membrane///early endosome membrane///endosome membrane///late endosome membrane///membrane raft///perinuclear region of cytoplasm","GO:0000285///GO:0016308///GO:0005524///GO:0046872///GO:0043813///GO:0005515","GO:0044267///GO:0035556///GO:0032288///GO:0006661///GO:0036092///GO:0006644///GO:0034504///NOT GO:0006898///GO:0042147///GO:0044281","GO:0000139///GO:0031410///GO:0005829///GO:0031901///GO:0031901///GO:0010008///GO:0031902///GO:0045121///GO:0048471",-1.80753619047619,5.95508538461538,-6.0325196157532,3.26173909744656e-05,0.0113966869212565,2.63487609662802
"212160_at","exportin, tRNA","XPOT","11260","","","","","","","","","","12q14.2","Chromosome 12, NC_000012.11 (64798153..64842464)","Ran GTPase binding///tRNA binding","intracellular protein transport///tRNA export from nucleus","cytoplasm///colocalizes_with nuclear pore///nucleoplasm","GO:0008536///GO:0000049","GO:0006886///GO:0006409","GO:0005737///colocalizes_with GO:0005643///GO:0005654",-1.85031761904762,7.15689153846154,-6.02627070963404,3.29653980277272e-05,0.0113966869212565,2.62502663805019
"218512_at","WD repeat domain 12","WDR12","55759","","","","Homo sapiens WD repeat domain 12 (WDR12), mRNA","217330643","NM_018256","","","","2q33.2","Chromosome 2, NC_000002.11 (203745323..203776949, complement)","protein binding","Notch signaling pathway///cell proliferation///maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///ribosomal large subunit biogenesis","PeBoW complex///nucleolus///nucleoplasm///preribosome, large subunit precursor","GO:0005515","GO:0007219///GO:0008283///GO:0000466///GO:0000463///GO:0042273","GO:0070545///GO:0005730///GO:0005654///GO:0030687",-1.34877071428571,6.44097615384615,-6.00428642782127,3.42209716902777e-05,0.0113966869212565,2.59032533263025
"209004_s_at","F-box and leucine-rich repeat protein 5","FBXL5","26234","","","","Homo sapiens F-box protein FLR1 (FLR1) mRNA, complete cds","7672733","AF142481","","","","4p15.32","Chromosome 4, NC_000004.11 (15606007..15657035, complement)","iron ion binding///protein binding///ubiquitin-protein ligase activity","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process///iron ion homeostasis///iron ion homeostasis///protein ubiquitination///protein ubiquitination","SCF ubiquitin ligase complex///perinuclear region of cytoplasm///ubiquitin ligase complex","GO:0005506///GO:0005515///GO:0004842","GO:0031146///GO:0055072///GO:0055072///GO:0016567///GO:0016567","GO:0019005///GO:0048471///GO:0000151",-2.01446666666666,6.67980615384615,-5.98963170758248,3.50856981592127e-05,0.0113966869212565,2.56715028351068
"212089_at","lamin A/C","LMNA","4000","","","","Human lamin A mRNA, 3'end","186838","M13452","","","","1q22","Chromosome 1, NC_000001.10 (156052369..156109880)","protein binding///structural molecule activity///structural molecule activity","activation of signaling protein activity involved in unfolded protein response///apoptotic process///cellular component disassembly involved in execution phase of apoptosis///cellular protein metabolic process///cellular response to hypoxia///endoplasmic reticulum unfolded protein response///establishment or maintenance of microtubule cytoskeleton polarity///mitotic cell cycle///mitotic nuclear envelope disassembly///mitotic nuclear envelope reassembly///muscle organ development///positive regulation of cell aging///protein localization to nucleus///regulation of apoptotic process///regulation of cell migration///sterol regulatory element binding protein import into nucleus///ventricular cardiac muscle cell development","cytoplasm///cytosol///intermediate filament///lamin filament///lamin filament///nuclear envelope///nuclear envelope///nuclear inner membrane///nuclear lamina///nucleoplasm///nucleus///perinuclear region of cytoplasm","GO:0005515///GO:0005198///GO:0005198","GO:0006987///GO:0006915///GO:0006921///GO:0044267///GO:0071456///GO:0030968///GO:0030951///GO:0000278///GO:0007077///GO:0007084///GO:0007517///GO:0090343///GO:0034504///GO:0042981///GO:0030334///GO:0035105///GO:0055015","GO:0005737///GO:0005829///GO:0005882///GO:0005638///GO:0005638///GO:0005635///GO:0005635///GO:0005637///GO:0005652///GO:0005654///GO:0005634///GO:0048471",1.04496952380953,8.46040076923077,5.98079982717567,3.56178687024873e-05,0.0113966869212565,2.55316683671163
"221532_s_at","WD repeat domain 61","WDR61","80349","","","","Homo sapiens meiotic recombination protein REC14 mRNA, complete cds","11139241","AF309553","","","","15q25.1","Chromosome 15, NC_000015.9 (78575577..78591940, complement)","protein binding","Wnt receptor signaling pathway///histone H3-K4 trimethylation///negative regulation of myeloid cell differentiation///positive regulation of histone H3-K4 methylation///positive regulation of histone H3-K79 methylation///positive regulation of transcription elongation from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///transcription, DNA-dependent","Cdc73/Paf1 complex///Ski complex///cytoplasm///NOT nucleolus///nucleus///transcriptionally active chromatin","GO:0005515","GO:0016055///GO:0080182///GO:0045638///GO:0051571///GO:2001162///GO:0032968///GO:0045944///GO:0006351","GO:0016593///GO:0055087///GO:0005737///NOT GO:0005730///GO:0005634///GO:0035327",-2.05853285714286,7.17542076923077,-5.97577202385262,3.59245937343347e-05,0.0113966869212565,2.54520075830134
"212648_at","DEAH (Asp-Glu-Ala-His) box polypeptide 29","DHX29","54505","","","","Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 48814","5102732","AL079292","","","","5q11.2","Chromosome 5, NC_000005.9 (54552073..54603521, complement)","ATP binding///ATP-dependent helicase activity///ribosomal small subunit binding///translation initiation factor activity","","eukaryotic 43S preinitiation complex///mitochondrion","GO:0005524///GO:0008026///GO:0043024///GO:0003743","","GO:0016282///GO:0005739",-1.5718919047619,6.53965,-5.9748407222747,3.59817116454847e-05,0.0113966869212565,2.54372475344188
"212961_x_at","chromosome X open reading frame 40B","CXorf40B","541578","","","","Homo sapiens (clone 115392) mRNA","899067","L43578","","","","Xq28","Chromosome X, NC_000023.10 (149100415..149106716, complement)","","","","","","",-1.11544809523809,6.98721923076923,-5.97219894638929,3.61442534737608e-05,0.0113966869212565,2.53953708748192
"214004_s_at","vestigial like 4 (Drosophila)","VGLL4","9686","","","","","","","","","","3p25.3","Chromosome 3, NC_000003.11 (11597544..11762220, complement)","","regulation of transcription, DNA-dependent///transcription, DNA-dependent","nucleus","","GO:0006355///GO:0006351","GO:0005634",0.963785952380955,6.97219,5.96701639792062,3.64653615615312e-05,0.0113966869212565,2.53131860737529
"208943_s_at","SEC62 homolog (S. cerevisiae)","SEC62","7095","","","","Human Sec62 (Sec62) mRNA, complete cds","1928972","U93239","","","","3q26.2","Chromosome 3, NC_000003.11 (169684580..169716161)","protein transporter activity///receptor activity","cotranslational protein targeting to membrane","aggresome///endoplasmic reticulum///endoplasmic reticulum membrane///integral to membrane///intermediate filament cytoskeleton///rough endoplasmic reticulum","GO:0008565///GO:0004872","GO:0006613","GO:0016235///GO:0005783///GO:0005789///GO:0016021///GO:0045111///GO:0005791",-1.68447285714285,7.49178384615385,-5.95278240516903,3.73627630135982e-05,0.0113966869212565,2.50872417269899
"202843_at","DnaJ (Hsp40) homolog, subfamily B, member 9","DNAJB9","4189","","","","Homo sapiens DnaJ (Hsp40) homolog, subfamily B, member 9 (DNAJB9), mRNA","313482783","NM_012328","","","","14q24.2-q24.3","Chromosome 7, NC_000007.13 (108210189..108215294)","misfolded protein binding///protein binding","ER-associated protein catabolic process///activation of signaling protein activity involved in unfolded protein response///cellular protein metabolic process///endoplasmic reticulum unfolded protein response","cytoplasm///endoplasmic reticulum///endoplasmic reticulum membrane///nucleolus","GO:0051787///GO:0005515","GO:0030433///GO:0006987///GO:0044267///GO:0030968","GO:0005737///GO:0005783///GO:0005789///GO:0005730",-1.64431761904762,4.35162846153846,-5.94103765484897,3.81206400617247e-05,0.0113966869212565,2.49005657534615
"200713_s_at","microtubule-associated protein, RP/EB family, member 1","MAPRE1","22919","","","","Homo sapiens microtubule-associated protein, RP/EB family, member 1 (MAPRE1), mRNA","209413760","NM_012325","","","","20q11.1-q11.23","Chromosome 20, NC_000020.10 (31407699..31438211)","microtubule plus-end binding///protein C-terminus binding///protein binding","G2/M transition of mitotic cell cycle///cell division///cell proliferation///mitosis///mitotic cell cycle///negative regulation of microtubule polymerization///protein localization to microtubule","Golgi apparatus///cell projection membrane///centrosome///cortical microtubule cytoskeleton///cytoplasm///cytoplasmic microtubule///cytosol///microtubule///microtubule plus end///colocalizes_with spindle","GO:0051010///GO:0008022///GO:0005515","GO:0000086///GO:0051301///GO:0008283///GO:0007067///GO:0000278///GO:0031115///GO:0035372","GO:0005794///GO:0031253///GO:0005813///GO:0030981///GO:0005737///GO:0005881///GO:0005829///GO:0005874///GO:0035371///colocalizes_with GO:0005819",-1.34639071428571,9.82813461538461,-5.94062115466195,3.81478102506986e-05,0.0113966869212565,2.48939416627943
"219815_at","galactose-3-O-sulfotransferase 4","GAL3ST4","79690","","","","Homo sapiens galactose-3-O-sulfotransferase 4 (GAL3ST4), mRNA","124381137","NM_024637","","","","7q22.1","Chromosome 7, NC_000007.13 (99756865..99766373, complement)","3'-phosphoadenosine 5'-phosphosulfate binding///galactose 3-O-sulfotransferase activity///galactosylceramide sulfotransferase activity///proteoglycan sulfotransferase activity","cell-cell signaling///glycoprotein metabolic process///oligosaccharide metabolic process///proteoglycan biosynthetic process///sulfur compound metabolic process","Golgi cisterna membrane///integral to membrane///membrane","GO:0050656///GO:0050694///GO:0001733///GO:0050698","GO:0007267///GO:0009100///GO:0009311///GO:0030166///GO:0006790","GO:0032580///GO:0016021///GO:0016020",0.797255000000001,5.89480384615385,5.90394729784133,4.06215676393024e-05,0.0113966869212565,2.43095841008062
"203966_s_at","protein phosphatase, Mg2+/Mn2+ dependent, 1A","PPM1A","5494","","","","Homo sapiens protein phosphatase, Mg2+/Mn2+ dependent, 1A (PPM1A), transcript variant 1, mRNA","193794815","NM_021003","","","","14q23.1","Chromosome 14, NC_000014.8 (60712470..60765805)","R-SMAD binding///calmodulin-dependent protein phosphatase activity///magnesium ion binding///manganese ion binding///protein C-terminus binding///protein binding///protein serine/threonine phosphatase activity///protein serine/threonine phosphatase activity///signal transducer activity","N-terminal protein myristoylation///Wnt receptor signaling pathway///cell cycle arrest///dephosphorylation///gene expression///insulin receptor signaling pathway///negative regulation of I-kappaB kinase/NF-kappaB cascade///negative regulation of NF-kappaB import into nucleus///negative regulation of SMAD protein complex assembly///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transforming growth factor beta receptor signaling pathway///peptidyl-threonine dephosphorylation///positive regulation of I-kappaB kinase/NF-kappaB cascade///positive regulation of Wnt receptor signaling pathway///positive regulation of transcription, DNA-dependent///protein dephosphorylation///transcription initiation from RNA polymerase II promoter///transcription, DNA-dependent///transforming growth factor beta receptor signaling pathway","cytosol///cytosol///membrane///neuron projection///nucleoplasm///nucleus///voltage-gated calcium channel complex","GO:0070412///GO:0033192///GO:0000287///GO:0030145///GO:0008022///GO:0005515///GO:0004722///GO:0004722///GO:0004871","GO:0006499///GO:0016055///GO:0007050///GO:0016311///GO:0010467///GO:0008286///GO:0043124///GO:0042347///GO:0010991///GO:0000122///GO:0030512///GO:0035970///GO:0043123///GO:0030177///GO:0045893///GO:0006470///GO:0006367///GO:0006351///GO:0007179","GO:0005829///GO:0005829///GO:0016020///GO:0043005///GO:0005654///GO:0005634///GO:0005891",-1.55749261904762,6.96165153846154,-5.87647408808358,4.25844627596254e-05,0.0113966869212565,2.38704176063183
"203109_at","ubiquitin-conjugating enzyme E2M","UBE2M","9040","","","","Homo sapiens ubiquitin-conjugating enzyme E2M (UBE2M), mRNA","150417997","NM_003969","","","","19q13.43","Chromosome 19, NC_000019.9 (59067079..59070343, complement)","ATP binding///NEDD8 ligase activity///protein binding///ribosomal S6-glutamic acid ligase activity///ubiquitin-protein ligase activity///ubiquitin-protein ligase activity","cellular protein modification process///cellular protein modification process///positive regulation of neuron apoptotic process///protein neddylation///protein neddylation///protein ubiquitination///protein ubiquitination","cellular_component","GO:0005524///GO:0019788///GO:0005515///GO:0018169///GO:0004842///GO:0004842","GO:0006464///GO:0006464///GO:0043525///GO:0045116///GO:0045116///GO:0016567///GO:0016567","GO:0005575",-1.0502269047619,6.10543846153846,-5.87556313473183,4.26512246885443e-05,0.0113966869212565,2.38558350946152
"202491_s_at","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein","IKBKAP","8518","","","","Homo sapiens inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein (IKBKAP), mRNA","189163479","NM_003640","","","","9q31","Chromosome 9, NC_000009.11 (111629800..111696608, complement)","contributes_to DNA binding///phosphorylase kinase regulator activity///protein binding///signal transducer activity","immune response///positive regulation of cell migration///protein complex assembly///protein phosphorylation///regulation of transcription from RNA polymerase II promoter///regulation of transcription from RNA polymerase II promoter///signal transduction///transcription elongation from RNA polymerase II promoter","DNA-directed RNA polymerase II, holoenzyme///Elongator holoenzyme complex///cytoplasm///nucleolus///transcription elongation factor complex","contributes_to GO:0003677///GO:0008607///GO:0005515///GO:0004871","GO:0006955///GO:0030335///GO:0006461///GO:0006468///GO:0006357///GO:0006357///GO:0007165///GO:0006368","GO:0016591///GO:0033588///GO:0005737///GO:0005730///GO:0008023",-1.3400719047619,5.35083384615385,-5.87480001274912,4.27072367017169e-05,0.0113966869212565,2.38436180412937
"201581_at","thioredoxin-related transmembrane protein 4","TMX4","56255","","","","602079440F2 NIH_MGC_62 Homo sapiens cDNA clone IMAGE:4254176 5-, mRNA sequence","11646580","BF572868","","","","20p12","Chromosome 20, NC_000020.10 (7961713..8000393, complement)","","cell redox homeostasis///electron transport chain","integral to membrane","","GO:0045454///GO:0022900","GO:0016021",-2.37954880952381,7.92572384615385,-5.87358173027947,4.27968164769323e-05,0.0113966869212565,2.38241122546444
"200698_at","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2","KDELR2","11014","","","","AL542253 Homo sapiens PLACENTA Homo sapiens cDNA clone CS0DE008YC08 3-PRIME, mRNA sequence","45717831","AL542253","","","","7p22.1","Chromosome 7, NC_000007.13 (6500712..6523849, complement)","KDEL sequence binding","intracellular protein transport///protein retention in ER lumen///vesicle-mediated transport","Golgi apparatus///cis-Golgi network///endoplasmic reticulum///endoplasmic reticulum membrane///integral to membrane","GO:0005046","GO:0006886///GO:0006621///GO:0016192","GO:0005794///GO:0005801///GO:0005783///GO:0005789///GO:0016021",-1.82516619047619,7.36336846153846,-5.86244026692882,4.36252266923125e-05,0.0113966869212565,2.36456174450948
"208777_s_at","proteasome (prosome, macropain) 26S subunit, non-ATPase, 11","PSMD11","5717","","","","Homo sapiens 26S proteasome subunit 9 mRNA, complete cds","2150045","AF001212","","","","17q11.2","Chromosome 17, NC_000017.10 (30771481..30810337)","","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest///G1/S transition of mitotic cell cycle///RNA metabolic process///anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process///antigen processing and presentation of exogenous peptide antigen via MHC class I///antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent///antigen processing and presentation of peptide antigen via MHC class I///apoptotic process///cellular nitrogen compound metabolic process///gene expression///mRNA metabolic process///mitotic cell cycle///negative regulation of apoptotic process///negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle///positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle///proteasome assembly///protein polyubiquitination///regulation of apoptotic process///regulation of cellular amino acid metabolic process///regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle///small molecule metabolic process///stem cell differentiation///ubiquitin-dependent protein catabolic process///viral process","cytosol///nucleoplasm///proteasome accessory complex///proteasome complex","","GO:0006977///GO:0000082///GO:0016070///GO:0031145///GO:0042590///GO:0002479///GO:0002474///GO:0006915///GO:0034641///GO:0010467///GO:0016071///GO:0000278///GO:0043066///GO:0051436///GO:0051437///GO:0043248///GO:0000209///GO:0042981///GO:0006521///GO:0051439///GO:0044281///GO:0048863///GO:0006511///GO:0016032","GO:0005829///GO:0005654///GO:0022624///GO:0000502",-1.30893095238095,7.79590230769231,-5.8605310585256,4.37688601129677e-05,0.0113966869212565,2.36150105482889
"204345_at","collagen, type XVI, alpha 1","COL16A1","1307","","","","Homo sapiens collagen, type XVI, alpha 1 (COL16A1), mRNA","100913219","NM_001856","","","","1p35-p34","Chromosome 1, NC_000001.10 (32117848..32169768, complement)","integrin binding///protein binding","cell adhesion///cellular response to amino acid stimulus///collagen catabolic process///extracellular matrix disassembly///extracellular matrix organization///female pregnancy///integrin-mediated signaling pathway","collagen type XVI///endoplasmic reticulum lumen///extracellular region","GO:0005178///GO:0005515","GO:0007155///GO:0071230///GO:0030574///GO:0022617///GO:0030198///GO:0007565///GO:0007229","GO:0005597///GO:0005788///GO:0005576",0.925092857142858,5.34676307692308,5.86044004751452,4.37757193959523e-05,0.0113966869212565,2.36135513873718
"221476_s_at","ribosomal protein L15","RPL15","6138","","","","Homo sapiens 60S ribosomal protein L15 (EC45) mRNA, complete cds","12006349","AF279903","","","","3p24.2","Chromosome 3, NC_000003.11 (23958295..23965187)","RNA binding///protein binding///structural constituent of ribosome","RNA metabolic process///SRP-dependent cotranslational protein targeting to membrane///cellular protein metabolic process///gene expression///mRNA metabolic process///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///translation///translation///translational elongation///translational initiation///translational termination///viral infectious cycle///viral process///viral transcription","cytosol///cytosolic large ribosomal subunit///ribosome","GO:0003723///GO:0005515///GO:0003735","GO:0016070///GO:0006614///GO:0044267///GO:0010467///GO:0016071///GO:0000184///GO:0006412///GO:0006412///GO:0006414///GO:0006413///GO:0006415///GO:0019058///GO:0016032///GO:0019083","GO:0005829///GO:0022625///GO:0005840",-1.57345214285714,10.7497484615385,-5.84527613058159,4.4934450161969e-05,0.0113966869212565,2.33702466639522
"217837_s_at","charged multivesicular body protein 3","CHMP3","51652","","","","Homo sapiens charged multivesicular body protein 3 (CHMP3), transcript variant 1, mRNA","301898687","NM_016079","","","","2p11.2","Chromosome 2, NC_000002.11 (86730553..86790620, complement)","protein binding","apoptotic process///cell cycle///cell division///cellular membrane organization///endosomal transport///protein transport///viral assembly, maturation, egress, and release///viral process","cytosol///late endosome membrane","GO:0005515","GO:0006915///GO:0007049///GO:0051301///GO:0016044///GO:0016197///GO:0015031///GO:0019067///GO:0016032","GO:0005829///GO:0031902",-1.75192809523809,7.36897923076923,-5.83145049632414,4.6018907185549e-05,0.0113966869212565,2.31480947328692
"208802_at","signal recognition particle 72kDa","SRP72","6731","","","","qz90a06.x1 Soares_pregnant_uterus_NbHPU Homo sapiens cDNA clone IMAGE:2041810 3-, mRNA sequence","4394875","AI493872","","","","4q11","Chromosome 4, NC_000004.11 (57333762..57369847)","7S RNA binding///signal recognition particle binding","SRP-dependent cotranslational protein targeting to membrane///cellular protein metabolic process///gene expression///response to drug///translation","cytoplasm///cytosol///endoplasmic reticulum///nucleolus///plasma membrane///signal recognition particle, endoplasmic reticulum targeting","GO:0008312///GO:0005047","GO:0006614///GO:0044267///GO:0010467///GO:0042493///GO:0006412","GO:0005737///GO:0005829///GO:0005783///GO:0005730///GO:0005886///GO:0005786",-1.31705642857143,4.38264923076923,-5.82872789485178,4.62356722361328e-05,0.0113966869212565,2.31043117079204
"201390_s_at","casein kinase 2, beta polypeptide","CSNK2B","1460","","","","Homo sapiens casein kinase 2, beta polypeptide (CSNK2B), mRNA","26787971","NM_001320","","","","6p21.3","Chromosome 6, NC_000006.11 (31633657..31637843)","identical protein binding///metal ion binding///protein binding///protein domain specific binding///protein kinase regulator activity///contributes_to protein serine/threonine kinase activity///receptor binding///transcription factor binding","Wnt receptor signaling pathway///adiponectin-mediated signaling pathway///axon guidance///cellular protein complex assembly///endothelial tube morphogenesis///mitotic cell cycle///negative regulation of blood vessel endothelial cell migration///negative regulation of cell proliferation///positive regulation of activin receptor signaling pathway///positive regulation of pathway-restricted SMAD protein phosphorylation///regulation of DNA binding///regulation of protein kinase activity///signal transduction","colocalizes_with PcG protein complex///cytoplasm///cytosol///nucleus///colocalizes_with plasma membrane///protein kinase CK2 complex","GO:0042802///GO:0046872///GO:0005515///GO:0019904///GO:0019887///contributes_to GO:0004674///GO:0005102///GO:0008134","GO:0016055///GO:0033211///GO:0007411///GO:0043623///GO:0061154///GO:0000278///GO:0043537///GO:0008285///GO:0032927///GO:0010862///GO:0051101///GO:0045859///GO:0007165","colocalizes_with GO:0031519///GO:0005737///GO:0005829///GO:0005634///colocalizes_with GO:0005886///GO:0005956",-0.990194523809521,8.44141,-5.82730056930056,4.63497381400948e-05,0.0113966869212565,2.30813537056713
"203583_at","unc-50 homolog (C. elegans)","UNC50","25972","","","","Homo sapiens unc-50 homolog (C. elegans) (UNC50), mRNA","164519090","NM_014044","","","","2q11.2","Chromosome 2, NC_000002.11 (99225042..99234978)","RNA binding","cell surface receptor signaling pathway///protein transport","Golgi membrane///integral to membrane///nuclear inner membrane","GO:0003723","GO:0007166///GO:0015031","GO:0000139///GO:0016021///GO:0005637",-1.71855833333333,7.11205923076923,-5.81859686624017,4.70517050999831e-05,0.0113966869212565,2.29412875687346
"208804_s_at","serine/arginine-rich splicing factor 6","SRSF6","6431","","","","","","","","","","20q12-q13.1","Chromosome 20, NC_000020.10 (42086504..42092245)","RNA binding///nucleotide binding","RNA splicing///gene expression///mRNA 3'-end processing///mRNA export from nucleus///mRNA splice site selection///mRNA splicing, via spliceosome///negative regulation of mRNA splicing, via spliceosome///termination of RNA polymerase II transcription///transcription from RNA polymerase II promoter","NOT nucleolus///nucleoplasm///nucleus","GO:0003723///GO:0000166","GO:0008380///GO:0010467///GO:0031124///GO:0006406///GO:0006376///GO:0000398///GO:0048025///GO:0006369///GO:0006366","NOT GO:0005730///GO:0005654///GO:0005634",-1.03163142857143,8.66553384615385,-5.81291000462182,4.75163613141993e-05,0.0113966869212565,2.284970534999
"201157_s_at","N-myristoyltransferase 1","NMT1","4836","","","","Homo sapiens myristoyl CoA:protein N-myristoyltransferase mRNA, complete cds","2760893","AF020500","","","","17q21.31","Chromosome 17, NC_000017.10 (43138680..43186384)","catalytic activity///glycylpeptide N-tetradecanoyltransferase activity","N-terminal protein lipidation///N-terminal protein myristoylation///apoptotic process///in utero embryonic development///intrinsic apoptotic signaling pathway///phototransduction, visible light///positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway///protein lipoylation///regulation of rhodopsin mediated signaling pathway///rhodopsin mediated signaling pathway///viral process","actin cytoskeleton///cell junction///cytoplasm///cytosol///plasma membrane","GO:0003824///GO:0004379","GO:0006498///GO:0006499///GO:0006915///GO:0001701///GO:0097193///GO:0007603///GO:1900740///GO:0009249///GO:0022400///GO:0016056///GO:0016032","GO:0015629///GO:0030054///GO:0005737///GO:0005829///GO:0005886",-1.17775404761905,7.11329692307692,-5.80663451397635,4.80346901615921e-05,0.0113966869212565,2.27485839397036
"204328_at","transmembrane channel-like 6","TMC6","11322","","","","Homo sapiens transmembrane channel-like 6 (TMC6), transcript variant 2, mRNA","187608783","NM_007267","","","","17q25.3","Chromosome 17, NC_000017.10 (76108999..76128488, complement)","","ion transport","endoplasmic reticulum membrane///integral to membrane","","GO:0006811","GO:0005789///GO:0016021",0.732470476190479,6.59282615384615,5.795526528248,4.89667184612554e-05,0.0113966869212565,2.25694393637463
"218071_s_at","makorin ring finger protein 2","MKRN2","23609","","","","Homo sapiens makorin ring finger protein 2 (MKRN2), transcript variant 1, mRNA","411147391","NM_014160","","","","3p25","Chromosome 3, NC_000003.11 (12598594..12625212)","ligase activity///molecular_function///zinc ion binding","biological_process///protein ubiquitination","intracellular","GO:0016874///GO:0003674///GO:0008270","GO:0008150///GO:0016567","GO:0005622",-0.842090714285716,6.08339846153846,-5.78645021863869,4.97423178184921e-05,0.0113966869212565,2.2422914943022
"204585_s_at","L1 cell adhesion molecule","L1CAM","3897","","","","Homo sapiens L1 cell adhesion molecule (L1CAM), transcript variant 1, mRNA","497239880","NM_000425","","","","Xq28","Chromosome X, NC_000023.10 (153126971..153141399, complement)","identical protein binding///integrin binding///protein self-association///sialic acid binding","axon guidance///blood coagulation///cell adhesion///cell death///cell surface receptor signaling pathway///cell-cell adhesion mediated by integrin///chemotaxis///heterophilic cell-cell adhesion///homophilic cell adhesion///homotypic cell-cell adhesion///leukocyte cell-cell adhesion///leukocyte migration///nervous system development///positive regulation of calcium-mediated signaling///positive regulation of cell-cell adhesion","external side of plasma membrane///integral to membrane///plasma membrane///presynaptic membrane///terminal bouton","GO:0042802///GO:0005178///GO:0043621///GO:0033691","GO:0007411///GO:0007596///GO:0007155///GO:0008219///GO:0007166///GO:0033631///GO:0006935///GO:0007157///GO:0007156///GO:0034109///GO:0007159///GO:0050900///GO:0007399///GO:0050850///GO:0022409","GO:0009897///GO:0016021///GO:0005886///GO:0042734///GO:0043195",0.715792380952381,5.48951,5.78439800575664,4.99194608807975e-05,0.0113966869212565,2.2389766647428
"206747_at","G protein regulated inducer of neurite outgrowth 2","GPRIN2","9721","","","","Homo sapiens G protein regulated inducer of neurite outgrowth 2 (GPRIN2), mRNA","112821687","NM_014696","","","","10q11.22","Chromosome 10, NC_000010.10 (46993546..47000568)","","","","","","",0.964233095238093,7.20450923076923,5.78437492152781,4.99214572163985e-05,0.0113966869212565,2.23893937421436
"212532_s_at","LSM12 homolog (S. cerevisiae)","LSM12","124801","","","","ho62c10.x1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:3041970 3-, mRNA sequence","8007617","AW873564","","","","17q21.31","Chromosome 17, NC_000017.10 (42112003..42144987, complement)","","","","","","",-1.05615333333333,7.67331461538462,-5.78131284645924,5.0187008756978e-05,0.0113966869212565,2.23399211175759
"214683_s_at","peptidylprolyl isomerase (cyclophilin)-like 3///CDC-like kinase 1","PPIL3///CLK1","53938///1195","","","","","","","","","","2q33.1///2q33","Chromosome 2, NC_000002.11 (201735679..201753849, complement)///Chromosome 2, NC_000002.11 (201717732..201729467, complement)","peptidyl-prolyl cis-trans isomerase activity///protein binding///ATP binding///non-membrane spanning protein tyrosine kinase activity///protein serine/threonine kinase activity///protein serine/threonine/tyrosine kinase activity","mRNA splicing, via spliceosome///protein folding///cell proliferation///peptidyl-serine phosphorylation///peptidyl-threonine phosphorylation///peptidyl-tyrosine phosphorylation///protein autophosphorylation///regulation of RNA splicing","catalytic step 2 spliceosome///cytoplasm///nucleus","GO:0003755///GO:0005515///GO:0005524///GO:0004715///GO:0004674///GO:0004712","GO:0000398///GO:0006457///GO:0008283///GO:0018105///GO:0018107///GO:0018108///GO:0046777///GO:0043484","GO:0071013///GO:0005737///GO:0005634",-1.40269261904762,5.50009769230769,-5.76524287841759,5.1605074094782e-05,0.0113966869212565,2.20800412059344
